data_link, data_name, data_house_type, data_score, data_district, data_street, data_addr_detail, data_rent_num, data_sold_num, data_build_year, data_house_price, data_house_ratio 
https://chengshiguangchangjzy.fang.com/,佳兆业城市广场,住宅,5.0,龙岗,坂田,坂雪岗大道与布澜大道交汇处,7,98,2015,48494,-0.22%,
https://qunxingguangchang.fang.com/,群星广场,住宅,5.0,福田,华强,华强北路与红荔路交汇处,13,98,2001,80558,-0.59%,
https://yujinghuacheng.fang.com/,御景华城,住宅,4.0,福田,华强,福田区华强南路与滨河路交汇处,14,97,2005,57070,-0.33%,
https://lvjinghongwan.fang.com/esf/,绿景虹湾,住宅,3.5,福田,梅林,北环大道与梅林路交汇处(碧云天附近),56,94,2016,75305,-0.32%,
https://yichengzhongxinhuayuanhry.fang.com/esf/,鸿荣源・壹成中心花园,住宅,4.0,龙华区,龙华,人民路与建设路交汇处,42,92,1900,55876,-0.02%,
https://gongyuandadi.fang.com/,公园大地,住宅,3.5,龙岗,龙岗中心城,龙岗中心城龙翔大道与吉祥路交汇处北侧,20,90,2007,52812,-0.37%,
https://hengyubincheng.fang.com/2/,恒裕滨城二期,住宅,5.0,南山,后海,招商东路与中心路交汇处,39,89,2015,166028,+0.93%,
https://donghaihuayuan.fang.com/,东海花园,住宅,5.0,福田,农科中心,香林路与农轩路交汇处,29,86,1997,112735,+0.46%,
https://yangguangzonglvyuan0755.fang.com/,阳光棕榈园,住宅,4.0,南山,前海,前海路与学府路交汇处,25,85,2002,63479,-0.67%,
https://jinlihaoyuan.fang.com/,金丽豪苑,住宅,5.0,罗湖,翠竹,翠竹贝丽南路与田贝三路交汇处,14,84,2000,59352,-1.27%,
https://xinghaimingcheng0755.fang.com/5/,星海名城五期,住宅,5.0,南山,前海,前海路西侧-南头中学对面,19,84,2003,62262,-0.74%,
https://baonengtaiguchengbeiqu.fang.com/,宝能太古城北区,住宅,5.0,南山,后海,南山后海滨路以东,59,83,2010,145638,-0.93%,
https://xilongwan.fang.com/,熙龙湾,住宅,4.0,宝安,宝安中心区,深圳市宝安区甲岸路2号,14,83,2008,106455,-1.9%,
https://yipinlanshanhuayuanzl.fang.com/,中粮一品澜山花园,住宅,4.0,坪山区,坑梓,坑梓街道丹梓中路与兰景路交汇处东北角,1,82,2013,24221,-0.74%,
https://lanyuanzs.fang.com/,招商澜园,住宅,4.0,龙华区,观澜,大和路与竹园路交汇处-大和路西侧,25,80,2009,40939,-0.38%,
https://weilanhaian.fang.com/3/,蔚蓝海岸三期,住宅,5.0,南山,后海,登良路与后海滨路交汇处,21,79,2003,94097,+0.40%,
https://xiangshanmeishuhqc.fang.com/esf/,香山美墅,住宅,5.0,南山,华侨城,华侨城文化创意园香山西街,48,77,2015,93134,-2.08%,
https://hengyubincheng.fang.com/,恒裕滨城,住宅,5.0,南山,后海,区招商东路与中心路交汇处(邻近东滨沙河..,38,76,2016,164546,+1.54%,
https://banshangongguanhj.fang.com/esf/,汉京九榕台,住宅,4.0,南山,前海,前海自贸区小南山观山道一号(小南山半山..,14,76,2015,104711,-0.99%,
https://shengnaweigxy.fang.com/esf/,广兴源圣拿威,住宅,5.0,宝安,西乡,西乡碧海中心区海城路与宝源路交汇处,7,75,2012,65325,+0.68%,
https://qinglinjingwk0755.fang.com/,万科清林径,住宅,4.0,龙岗,龙岗中心城,龙岗龙城街道五联村连心路与朱古石路交汇..,9,75,2012,33025,-1%,
https://cuizhuyuan0755.fang.com/,翠竹苑,住宅,5.0,罗湖,翠竹,罗湖区东门北路2057号,18,74,2000,57203,+0.86%,
https://guanhuyuan.fang.com/,观湖园,别墅,4.0,龙华区,观澜,观澜镇-邻近梅观高速公路,19,74,2012,47294,-0.34%,
https://yujingyinxiangjj.fang.com/,京基・御景印象,住宅,3.0,坪山区,坪山,坪山中山大道与体育二路交汇处,26,73,2015,31969,-1.31%,
https://jiayushanxy.fang.com/,信义嘉御山,住宅,4.0,龙岗,坂田,深圳地铁环中线五和站C出口,28,73,2014,58041,+1.92%,
https://sijiyangguangzj0755.fang.com/esf/,中骏云景府,住宅,5.0,龙岗,龙岗中心城,深汕公路与深汕高速交汇处(沈海高速龙岗..,0,73,2021,31960,-0.03%,
https://keyuanjzy.fang.com/,佳兆业可园一期,住宅,5.0,龙岗,布吉,布吉镇布沙路和布龙路的交汇处,12,72,2005,48764,+1.75%,
https://wanxiangxinyuan.fang.com/,万象新园,住宅,5.0,南山,南山中心区,滨海大道与南光路交接处,18,72,2000,58084,-1.38%,
https://wlhaeq.fang.com/,蔚蓝海岸二期,住宅,4.0,南山,后海,后海大道与登良路交汇处,30,71,2002,89627,-1.59%,
https://hezhengrongyue.fang.com/,合正荣悦,住宅,5.0,罗湖,翠竹,文锦中路螺岭外国语小学对面,20,70,2013,85961,-1.85%,
https://longguangjiuzuan.fang.com/esf/,龙光・玖钻,住宅,4.0,龙华区,民治,民治街道(中梅路与腾龙路交汇处),0,70,2019,53301,-1.5%,
https://xingfucheng0755.fang.com/esf/,幸福城,住宅,5.0,龙华区,龙华,和平路与清泉路交汇处(地铁4号线龙华线清..,35,70,2016,54282,-0.15%,
https://yasongju.fang.com/,雅颂居,住宅,4.0,福田,福田中心区,海田路1008号,13,70,2004,106299,-0.98%,
https://yifangzhongxinjiuyu.fang.com/esf/,壹方中心玖誉,住宅,5.0,宝安,宝安中心区,前海中心区地铁1、5号线交汇处-宝安区政..,30,70,2015,114865,-2.96%,
https://jiahuixincheng.fang.com/,嘉汇新城,住宅,5.0,福田,华强,福田区福明路与福华路交汇处西北侧,13,69,2000,53308,+1.72%,
https://tianranju0755.fang.com/,天然居,住宅,5.0,福田,景田,福田香梅路与景田四路交汇处,22,69,2002,82534,-0.4%,
https://baolishangcheng.fang.com/,保利上城,住宅,5.0,龙岗,龙岗中心城,深惠大道与怡翠路交汇处(地铁爱联站、吉..,30,68,2013,42036,+4.13%,
https://yishanjunzs.fang.com/,招商依山郡,住宅,4.0,龙岗,龙岗中心城,龙平西路与黄阁北路交汇处东北面,6,68,2006,39809,+1.07%,
https://shuijingzhicheng0755.fang.com/,水晶之城,住宅,2.5,龙岗,横岗,横岗镇荷坳村(荷坳地铁口附近),23,67,2002,32288,+0.35%,
https://dongfangmingzhucheng.fang.com/,东方明珠城,住宅,2.5,龙岗,龙岗中心城,龙岗中心城龙河路19号(龙岗街道龙园路与..,14,66,2007,33144,-1.25%,
https://xilongwan.fang.com/2/,熙龙湾二期,住宅,4.0,宝安,宝安中心区,深圳市宝安区甲岸路2号,20,66,2009,105960,-0.91%,
https://guojigongguanzl.fang.com/2/,中旅国际公馆二期,住宅,5.0,福田,农科中心,福田农科中心农林路玉润田路交汇处,23,66,2005,154039,+1.40%,
https://hanlingyuan.fang.com/,翰岭院,住宅,3.0,福田,梅林,彩田北路与梅林八号路交汇处,16,65,2004,69435,+0.42%,
https://huarunchengyiqi.fang.com/,华润城一期,住宅,5.0,南山,科技园,深圳市南山区深科发路与铜鼓路交汇处东北..,24,65,2014,101411,-1.06%,
https://shijichuncheng.fang.com/3/,世纪春城三期,住宅,3.5,龙华区,龙华,宝安区龙华梅龙路东侧与民安路交汇处东南..,15,65,2007,46929,+2.12%,
https://shenyeshangcheng.fang.com/esf/,深业上城,住宅,5.0,福田,莲花,区皇岗路与笋岗路交汇处西北(原赛格日立..,32,65,2015,103619,-1.56%,
https://xinghedandi0755.fang.com/,星河丹堤,住宅,4.0,龙华区,龙华,彩田路北银湖西,15,65,2007,77820,-2.53%,
https://guozhanyuan.fang.com/,国展苑,住宅,3.0,龙岗,布吉,布吉镇吉荣路,18,64,2002,33849,-0.61%,
https://linzhuhuating.fang.com/esf/,琳珠华庭,住宅,2.5,龙岗,龙岗中心城,龙翔大道与怡翠路交汇处,0,64,2020,39585,-0.73%,
https://maoyecheng.fang.com/,茂业城,住宅,3.0,龙岗,布吉,布吉布龙路大芬沃尔玛对面茂业城,2,64,1995,31712,-2.46%,
https://yicuishanzhuangzh.fang.com/,中海怡翠山庄,住宅,4.0,龙岗,布吉,布龙公路与深惠公路交汇处北,29,64,1999,40698,-0.45%,
https://junsijiyangguangz.fang.com/1/,中骏四季阳光一期,住宅,3.0,龙岗,龙岗中心城,龙岗区深汕公路与深汕高速交汇处,4,64,2014,31684,+0.28%,
https://guangmingyihao.fang.com/,光明1号,住宅,3.5,光明区,光明,光明高新西区科发路西侧、十七号南侧,10,63,2016,37337,-0.95%,
https://haishangshuangxihuayuanyiqi.fang.com/,海上双玺花园一期,住宅,3.0,南山,蛇口,南山蛇口望海路南侧,28,63,2014,139396,-1.79%,
https://jinchenghuating0755.fang.com/,金城华庭,住宅,5.0,罗湖,黄贝岭,凤凰路凤凰街6号,13,63,2003,70790,-0.71%,
https://shengmolisi2.fang.com/,圣莫丽斯,住宅,4.0,龙华区,龙华,二线扩展区内-塘朗山旁(龙华街道玉龙路西..,3,63,2009,89791,+1.81%,
https://xinghaimingcheng0755.fang.com/3/,星海名城三期,住宅,5.0,南山,前海,前海路西侧-南头中学对面,18,63,2004,61005,+0.65%,
https://kangchengguojizh.fang.com/,中海康城国际,住宅,3.0,龙岗,龙岗中心城,龙岗区龙城街道黄阁路转清辉路前行约200..,10,63,2010,38814,-1.11%,
https://cuiyonghuating.fang.com/,翠拥华庭,住宅,5.0,罗湖,翠竹,罗湖区翠竹路1076号,9,62,2000,56494,-1.81%,
https://shengshijiayuancc.fang.com/2/,长城盛世家园二期,住宅,5.0,福田,莲花,彩田路与莲花路交汇处,17,62,2004,65102,-0.46%,
https://guojizhongxindh.fang.com/esf/,东海国际公寓,住宅,5.0,福田,车公庙,深南大道7888号东海国际中心(二期)B区,77,62,2013,124071,+8.57%,
https://guanlanhuchangdi.fang.com/,观澜湖长堤别墅,别墅,3.5,龙华区,观澜,观澜观光路与高尔夫大道之间,6,62,2006,76686,+0.83%,
https://longyuanshanzhuang.fang.com/,龙园山庄,住宅,3.0,罗湖,泥岗,清水河红岗路1299号,22,62,1997,35207,-0.33%,
https://liutangyangguang.fang.com/,流塘阳光,住宅,4.0,宝安,西乡,流塘路与前进二路交汇处(流塘新村旁),35,62,2015,41345,-12.46%,
https://pinghujiazhaoyeguangchang.fang.com/esf/,平湖佳兆业广场,住宅,3.5,龙岗,平湖,守珍街与平湖大道交汇处西南侧,0,62,2019,27204,+151.35%,
https://zhonghaiyimeishanzhuang.fang.com/,中海怡美山庄,住宅,3.0,龙岗,横岗,康乐路与乐园路交汇处,16,62,2005,36620,-0.83%,
https://baiheshengshi.fang.com/,百合盛世,住宅,3.0,龙岗,龙岗中心城,龙岗中心城五联新村友谊路东-清友路北,0,61,2015,34530,-2.27%,
https://duhui100.fang.com/,都会100,住宅,4.0,福田,华强,福田区振中路与中航路交汇处,7,61,2002,68271,-0.39%,
https://banshanhaijinglanxigu.fang.com/,兰溪谷二期,住宅,4.0,南山,蛇口,半山区沿山路东侧,35,61,2007,98864,-0.28%,
https://chuanqishansf.fang.com/,深房传麒山,住宅,3.0,光明区,光明,光明新区牛山科技公园南侧,7,61,2014,45103,-0.89%,
https://xiyuanhry.fang.com/,禧园,住宅,5.0,宝安,沙井,沙井宝安大道与新沙路交汇处北,37,61,2008,46368,+0.12%,
https://yangguanghuayuan0755.fang.com/,阳光花园,住宅,3.5,龙岗,布吉,布吉布李路与新龙路交汇处,13,61,2001,37618,+0.02%,
https://yangguanghaith.fang.com/,泰华阳光海花园,住宅,5.0,宝安,西乡,深圳市宝安区悦和路6号,26,60,2008,66686,-1.75%,
https://binhaizhichuang.fang.com/,滨海之窗,住宅,3.5,南山,后海,滨海大道与后海大道交汇处,25,59,2004,115822,-1.63%,
https://qianhaishidai.fang.com/,前海时代,住宅,3.5,南山,前海,前海桂湾片区,29,59,2019,101328,-0.38%,
https://hanlinchengwk0755.fang.com/,万科翰邻城,住宅,5.0,龙岗,龙岗中心城,龙平西路和爱心路交汇处(龙岗人民医院北..,4,59,2011,50864,+6.83%,
https://xingheshengshi.fang.com/,星河盛世,住宅,3.5,龙华区,民治,梅龙路与民乐路的交汇处(梅林检查站附近..,51,59,2012,64859,+0.40%,
https://yangriwanpan.fang.com/,漾日湾畔,住宅,3.0,南山,后海,南山商业文化中心海德三道与文心五路交汇..,32,59,2003,108599,-1.48%,
https://luanshanguzy.fang.com/,振业峦山谷,住宅,3.5,龙岗,横岗,宝荷路与沙荷路交汇处(正中高尔夫对面),3,59,2009,33917,-1.04%,
https://chengshilvzhouhuayuan.fang.com/,城市绿洲花园,住宅,5.0,福田,华强,福田区深南中路4020号,3,58,2002,72923,-1.42%,
https://futongcheng.fang.com/3/,富通城三期,住宅,5.0,宝安,西乡,中心区海滨大道与西乡大道交汇处,10,58,2007,59908,-0.74%,
https://hongfashangyu.fang.com/,宏发上域,住宅,2.5,光明区,公明,光明新区公明街道民生路与华发路交汇处(..,7,58,2013,41781,+1.46%,
https://jincuiyuanjzy.fang.com/,佳兆业金翠园,住宅,5.0,罗湖,翠竹,罗湖区水贝翠竹路(靠近华润万家),16,58,2010,83701,+0.10%,
https://yulinggongguanft.fang.com/,畔山御景花园,住宅,3.0,宝安,松岗,松岗街道松安路东北侧江边村,11,58,2010,33454,-1.32%,
https://xindejiayuan.fang.com/,新德家园,住宅,5.0,南山,前海,前海路与学府路交界处,25,58,2006,67923,+1.62%,
https://yangguangmeiguiyuanzh.fang.com/,阳光玫瑰园,住宅,3.5,南山,前海,前海路与港湾大道交汇处,18,58,2009,79617,-1.23%,
https://yihaichengwk.fang.com/,壹海城,住宅,5.0,盐田,沙头角,沙头角中心深盐路与海山路交汇处西南角(..,9,58,2013,57099,+0.34%,
https://dongmentianxia.fang.com/,东门天下,住宅,5.0,罗湖,东门,东门中路与晒布路交汇北,2,57,2005,48693,+1.24%,
https://huaruncheng.fang.com/esf/,华润城润府三期,住宅,4.0,南山,科技园,深南大道与沙河西路交汇处(原大涌旧改项..,16,57,1900,103501,+4.12%,
https://chengshiguangchangjzyyt.fang.com/esf/,佳兆业盐田城市广场,住宅,4.0,盐田,盐田港,区盐田路与明珠大道交汇处,3,57,2018,42412,+0.04%,
https://longzhuhuayuan.fang.com/,龙珠花园,住宅,5.0,龙岗,布吉,深惠路与龙珠路交汇处-布吉镇南门墩旁,18,57,1999,34097,+1.09%,
https://shenyehuayuan.fang.com/,深业花园,住宅,4.0,福田,福田中心区,福中路与彩田路交汇处,16,57,2000,86110,-1.75%,
https://shuiwan1979.fang.com/,水湾1979,住宅,4.0,南山,蛇口,蛇口太子路与荔园路交汇(水湾地铁站D出口..,42,57,2015,84201,+0.12%,
https://doushiyangguangmingyuan.fang.com/,都市阳光名苑,住宅,3.5,福田,车公庙,深圳市福田区深南大道6017号,32,56,2005,61725,-0.08%,
https://huangjinling.fang.com/villa/,观澜湖高尔夫别墅黄金岭,别墅,3.0,龙华区,观澜,观澜观光路与高尔夫大道交汇处,4,56,2005,108648,-0.47%,
https://qilinhuayuan.fang.com/,麒麟花园,住宅,5.0,南山,南头,玉泉路与南海大道交汇处,13,56,1999,88725,-2.6%,
https://xiyuan0755.fang.com/,熙园,住宅,5.0,福田,香蜜湖,香蜜湖路与莲花西路交汇处,34,56,2003,156830,+1.25%,
https://yueliangwanhuayuan.fang.com/,月亮湾花园,住宅,4.0,南山,蛇口,荔湾路与兴海大道交汇处南面,5,56,1994,45581,-2.61%,
https://haiyuehuayuanzs.fang.com/2/,招商海月花园二期,住宅,5.0,南山,蛇口,海月路与工业八路交汇处,28,56,2004,83219,-1.24%,
https://dongjunbsd.fang.com/,百仕达东郡,住宅,5.0,罗湖,水库,东晓路以东-东乐路以西-太宁路东段以北,44,55,2005,81469,+0.52%,
https://dongfangzunyu.fang.com/,东方尊峪,住宅,5.0,罗湖,莲塘,罗湖区罗沙路2018号,15,55,2007,57694,+1.03%,
https://huilonghuayuan1.fang.com/,汇龙花园,住宅,3.0,福田,梅林,上梅林凯丰路与珠三角环线高速公路交汇处..,11,55,1998,54027,+0.81%,
https://liuhecheng.fang.com/,六和城,住宅,3.5,坪山区,坪山,深汕路168号,9,55,2016,30831,-2.58%,
https://sihaigongyu.fang.com/,四海公寓,住宅,5.0,南山,蛇口,蛇口后海大道与工业七路交汇处西侧,39,55,2008,75862,+1.28%,
https://xintianebao.fang.com/esf/,新天鹅堡,住宅,5.0,南山,华侨城,华侨城天鹅湖北部,13,55,1900,131184,-0.37%,
https://yinyuezhisheng.fang.com/,茵悦之生花园,住宅,3.0,龙岗,布吉,布吉布龙公路东侧(中海怡翠山庄与丽湖花..,22,55,2002,41208,-0.71%,
https://zhongtaiyannanmingting.fang.com/,中泰燕南名庭,住宅,4.0,福田,华强,燕南路88号,17,55,2006,91703,+1.17%,
https://binfenshidai.fang.com/,缤纷时代家园,住宅,5.0,罗湖,东门,东门中路2110号,7,54,2003,64429,+1.14%,
https://bandaochengbang0755.fang.com/2/,半岛城邦二期,住宅,4.0,南山,蛇口,南山蛇口望海路与金世纪路交汇处,43,54,2009,86142,+1.05%,
https://hongshuxian.fang.com/,红树西岸,住宅,4.0,南山,华侨城,沙河东路与滨海大道交汇处,58,54,2004,134409,+1.66%,
https://huayuancheng0755.fang.com/3/,花园城三期,住宅,5.0,南山,蛇口,南海大道与工业八路交汇处,33,54,2005,92269,+0.32%,
https://yulongyuanyd.fang.com/,英达钰龙园,住宅,5.0,南山,南头,深南大道与南新路交汇处,10,54,2004,65245,-0.07%,
https://huayuanbsd.fang.com/,百仕达花园,住宅,5.0,罗湖,布心,罗湖水库东晓路南段(百仕达花园公交站附..,21,53,1997,65957,+2.03%,
https://chunhuasijiyuan.fang.com/,春华四季园,住宅,4.0,龙华区,民治,华南路与民康路交界处,7,53,2006,51405,-3.49%,
https://feicuiwan0755.fang.com/villa/,观澜湖翡翠湾,别墅,0.0,龙华区,观澜,观澜观光路与高尔夫大道之间,1,53,2006,89205,+0.81%,
https://lishahuadu.fang.com/,丽沙花都,住宅,3.5,宝安,沙井,沙井市民广场南面,7,53,2003,37030,-0.41%,
https://nanhaimeigui.fang.com/2/,南海玫瑰花园二期,住宅,5.0,南山,蛇口,蛇口东角头公园南路与望海路交汇处,61,53,2005,97788,-1.13%,
https://zhongyanghuayuanxy.fang.com/,香域中央花园,住宅,5.0,福田,农科中心,福田香蜜湖农园路与泽田路交汇处,17,53,2005,153454,-0.25%,
https://hailonhuayuan.fang.com/,海珑华苑,住宅,5.0,罗湖,黄贝岭,罗湖文锦中路与凤凰路交汇处东侧,3,52,2000,47472,+0.08%,
https://22shijiqcd.fang.com/,勤诚达22世纪,住宅,5.0,宝安,新安,创业路灵芝公园旁(地铁环中线洪浪北站A出..,11,52,2014,78897,-1.29%,
https://donglinghuayuansy.fang.com/esf/,深业东岭,住宅,4.0,罗湖,黄贝岭,深南东路与沿河北路交汇处(近黄贝岭村牌..,53,52,2017,65589,+3.26%,
https://chengshihuayuanwk0755.fang.com/,万科城市花园,住宅,5.0,福田,景田,香梅北路2038号,8,52,1998,85547,-1.25%,
https://yitaizhongxin.fang.com/,怡泰中心,住宅,5.0,罗湖,东门,东门中路与文锦中路交汇处,3,52,1998,44175,-0.31%,
https://yangguangtiandi.fang.com/,阳光天地,住宅,5.0,罗湖,翠竹,田贝四路与贝丽北路交汇处,4,52,2004,71592,+0.75%,
https://yongjingwanzs.fang.com/,招商雍景湾,住宅,5.0,南山,蛇口,深圳市南山区爱榕路48号,31,52,2012,112757,+0.29%,
https://banshanyuehaihuayuan.fang.com/esf/,半山悦海花园,住宅,3.0,盐田,沙头角,梧桐山隧道口旁,0,51,2017,46656,-0.92%,
https://jinlichengshimingzhu.fang.com/,劲力城市明珠,住宅,4.0,龙华区,龙华,龙华镇东环二路与龙观东路交汇处,10,51,2005,41251,-2.47%,
https://taojinshanhaoting.fang.com/,淘金山一期,住宅,4.0,罗湖,布心,东湖水库边防七支队一大队对面,29,51,2006,77367,+0.10%,
https://huigangmingyuan.fang.com/,汇港名苑,住宅,3.5,福田,华强,福田区滨河大道3099号,0,50,2002,54622,-0.26%,
https://haiyinchangcheng.fang.com/,海印长城,住宅,3.5,南山,南山中心区,南山后海路与滨海大道交汇处西南角,32,50,2003,87251,+0.13%,
https://lvhaiwanhuayuan.fang.com/,绿海湾花园,住宅,3.5,南山,后海,招商路与后海滨路交汇处东南角(地铁2号线..,19,50,2011,132471,-0.75%,
https://nuodeguoji.fang.com/,诺德国际,住宅,5.0,南山,前海,沿湖路与前海路的交汇处西南方向,25,50,2009,84044,-1.69%,
https://lvzhoujiayuannkxd.fang.com/,天御香山花园,住宅,4.0,福田,香蜜湖,红荔西路与农轩路交汇处西南,14,50,2013,145574,-3.46%,
https://xinyazhou.fang.com/2/,新亚洲国利大厦,住宅,5.0,福田,华强,福田振中路和二号路交汇处西北角,6,50,2007,59027,+0.08%,
https://sijiyuyuanxsj.fang.com/,新世界四季御园,住宅,3.5,罗湖,莲塘,区莲塘片区西侧罗沙公路以南,14,50,2014,60741,-1.14%,
https://haiyuehuayuanzs.fang.com/1/,招商海月花园,住宅,5.0,南山,蛇口,蛇口后海大道与东滨路交汇东南处,20,50,1999,78776,-2.7%,
https://bandaochengbang0755.fang.com/,半岛城邦,住宅,5.0,南山,蛇口,蛇口金世纪路东侧,47,49,2006,120146,+1.08%,
https://dongmen168.fang.com/,东门168,住宅,5.0,罗湖,东门,中兴路与乐园路交汇处,11,49,2004,60237,+0.33%,
https://donglehuayuan.fang.com/,东乐花园,住宅,3.0,罗湖,布心,布心路和太宁路交界处,34,49,1988,47208,-0.54%,
https://jiaduoli.fang.com/,嘉多利花园,住宅,5.0,罗湖,翠竹,文锦北路与田贝二路交汇处,15,49,2002,73231,+0.21%,
https://longyuandaguanlh.fang.com/esf/,朗泓・龙园大观,住宅,3.0,龙岗,龙岗中心城,龙岗中心城龙园公园旁(碧新路与新生路交..,0,49,2020,36594,-0.42%,
https://shijixincheng0755.fang.com/,世纪新城,住宅,3.5,龙岗,龙岗中心城,龙岗中心城龙平东路与罗瑞合东街交汇处西..,5,49,2011,28079,-0.14%,
https://chengshiguangchangtl.fang.com/,桐林城市广场,住宅,5.0,福田,华强,福田华强福田南路上,11,49,2012,59622,-0.25%,
https://xiangxielihuayuan.fang.com/,香榭里花园,住宅,3.5,福田,农科中心,农科中心农园路与春田路交汇西,17,49,1999,100187,-2.51%,
https://xinghaimingcheng0755.fang.com/2/,星海名城二期,住宅,5.0,南山,前海,前海路西侧南头中学对面,14,49,2002,60164,+1.31%,
https://yunfengdz.fang.com/esf/,大族云峰,住宅,3.5,龙岗,坂田,坂雪岗大道与永香路交汇处,0,48,2016,50329,-0.01%,
https://leshanglinjudg.fang.com/esf/,东关乐尚林居,住宅,3.5,南山,南头,同乐中山园路西侧,0,48,2018,67425,+0.58%,
https://yujingcuifenght.fang.com/esf/,合泰御景翠峰,住宅,3.0,盐田,沙头角,沙头角梧桐山隧道口,4,48,2017,58826,-0.47%,
https://jinrijiayuan0755.fang.com/,今日家园,住宅,4.0,罗湖,布心,东湖路与东昌路交汇处,23,48,2002,53231,-0.63%,
https://qinglinjingwk0755.fang.com/2/,万科清林径二期,住宅,3.5,龙岗,龙岗中心城,龙岗龙城街道五联村连心路与朱古石路交汇..,1,48,2012,33471,-1.36%,
https://xingfuli0755.fang.com/,幸福里,住宅,5.0,罗湖,蔡屋围,宝安南路1881号,30,48,2009,91309,-1.25%,
https://xingheshidaihuayuan.fang.com/,星河时代花园,住宅,5.0,龙岗,龙岗中心城,黄阁南路与深惠路交汇处北角(台中工业区..,18,48,2012,51063,+0.70%,
https://zhuoyueweigang.fang.com/,卓越维港,住宅,5.0,南山,后海,科苑大道西-招商路与工业八路之间,17,48,2009,134365,-0.29%,
https://huayuanbsd.fang.com/2/,百仕达花园二期,住宅,5.0,罗湖,布心,东晓路南段-罗湖太安路98号,26,47,1999,56230,-1.56%,
https://shiliyintanbgy0755.fang.com/,碧桂园十里银滩(惠州),住宅,0.0,惠州,惠东县,惠州市亚婆角海滨旅游区(东部沿海高速小..,0,47,1900,10835,-1.2%,
https://chongwenhuayuan0755.fang.com/,崇文花园,住宅,3.0,南山,西丽,南山区学苑大道南侧-塘朗村东侧,16,47,2014,23719,-1.12%,
https://huaxincun.fang.com/,华新村,住宅,3.5,福田,华强,福田区华强北路(赛格群星斜对面),15,47,1984,70327,+0.69%,
https://haishangshuangxihuayuanerqi.fang.com/,海上双玺花园二期,住宅,3.0,南山,蛇口,深圳南山蛇口望海路南侧,39,47,2015,131403,-3.2%,
https://jinhongkaixuancheng.fang.com/,金泓凯旋城,住宅,3.0,宝安,宝安中心区,宝安大道与新安一路交汇处,27,47,2006,75221,-3.62%,
https://xiyuelimjh.fang.com/,满京华喜悦里,住宅,3.0,龙岗,龙岗中心城,龙岗大道与碧新路交汇处(地铁龙岗线南联..,26,47,2014,39829,-1.42%,
https://qianhaiguanyi.fang.com/esf/,中洲中央公园,住宅,4.0,宝安,新安,深圳宝安区创业路与前进路交汇处,7,47,2015,76118,+2.46%,
https://qianhaidongan.fang.com/esf/,前海东岸,住宅,4.0,南山,南头,中山公园北・南山大道与北环大道交汇西侧,2,47,2016,68231,+0.08%,
https://sangdaxincun.fang.com/,桑达新村,住宅,2.5,福田,华强,华发北路22号,3,47,1988,69190,+0.23%,
https://dongchengyuyuansy.fang.com/,深业东城御园,住宅,4.0,坪山区,坑梓,坪山新区坑梓街道锦绣东路与金辉路交汇处..,1,47,2013,25078,+0.41%,
https://xufeihuadayuan.fang.com/,旭飞华达园,住宅,3.5,罗湖,布心,深圳市罗湖区翠竹路2058号,20,47,2001,44690,-1.02%,
